id	UNK_0	message	group	rgba[0]	rgba[1]	rgba[2]	rgba[3]	item_sound	sys_msg_ref	UNK_1[0]	UNK_1[1]	UNK_1[2]	UNK_1[3]	UNK_1[4]	sub_msg	type
128	1	u,Не удалось создать персонажа.\0	0	80	80	FF	FF	a,ItemSound3.sys_character_failed\0	a,	0	0	0	0	0	a,	a,none\0
129	1	u,Все ячейки в инвентаре заняты.\0	0	FF	FF	80	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
130	1	u,Все ячейки в хранилище заняты.\0	4	80	80	FF	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,popup\0
131	1	u,$s1 заходит в игру.\0	0	40	FF	0	FF	a,ItemSound3.sys_friend_login\0	a,	0	0	0	0	0	a,	a,none\0
132	1	u,$s1 был добавлен(а) к списку ваших друзей.\0	0	40	FF	0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
133	1	u,$s1 был удален(а) из списка ваших друзей.\0	0	80	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
134	1	u,Пожалуйста, проверьте список друзей.\0	0	0	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
135	1	u,$c1 не отвечает на Ваше приглашение.\0	0	0	FF	0	FF	a,ItemSound3.sys_denial\0	a,	0	0	0	0	0	a,	a,none\0
136	1	u,Вы не ответили на приглашение персонажа $c1.\0	0	40	80	FF	FF	a,ItemSound3.sys_denial\0	a,	0	0	0	0	0	a,	a,none\0
137	1	u,Больше нет предметов, привязанных к ярлыку.\0	0	80	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
138	1	u,Не удалось назначить ярлык.\0	0	0	FF	0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
139	1	u,Умение $s2 не подействовало на цель $c1.\0	0	FF	FF	80	FF	a,	a,	0	0	0	0	0	a,	a,none\0
140	1	u,Недостаточно MP, действие умения прекращено.\0	0	0	80	FF	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
141	1	u,Нельзя изменять предметы, если сделка подтверждена.\0	0	80	80	FF	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
142	1	u,Вы уже обмениваетесь с другим персонажем.\0	0	80	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
143	1	u,$c1 обменивается с другим персонажем.\0	0	80	80	FF	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
144	1	u,Неправильная цель.\0	0	80	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
145	1	u,Этого персонажа нет в игре.\0	0	80	80	FF	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
146	1	u,Блокировка чата снята.\0	4	0	FF	0	FF	a,ItemSound3.sys_chat_permission\0	a,146\0	0	0	0	0	0	a,	a,popup\0
147	1	u,Чат заблокирован.\0	4	0	80	FF	FF	a,ItemSound3.sys_chat_prohibition\0	a,147\0	0	0	0	0	0	a,	a,popup\0
148	1	u,Нельзя использовать квестовые предметы.\0	0	80	80	FF	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
149	1	u,Во время сделки нельзя поднимать/использовать предметы.\0	0	FF	FF	80	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
150	1	u,Нельзя выбросить/уничтожить предметы во время сделки.\0	0	FF	FF	80	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
151	1	u,Слишком далеко, нельзя выбросить предмет.\0	0	80	80	FF	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
152	1	u,Нельзя пригласить выбранную цель.\0	0	FF	FF	80	FF	a,	a,	0	0	0	0	0	a,	a,none\0
153	1	u,$c1 занимается чем-то другим.\0	0	FF	FF	80	FF	a,	a,	0	0	0	0	0	a,	a,none\0
154	1	u,Приглашать в группу может только ее лидер.\0	0	66	66	FF	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
155	1	u,Группа заполнена.\0	0	66	66	FF	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
156	1	u,Поглощение удачно только на 50%.\0	0	80	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
157	1	u,Поглощение персонажа $c1 не оказало на Вас воздействия.\0	0	0	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
158	1	u,Неудачная атака.\0	0	0	0	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
159	1	u,Магия персонажа $c1 не оказала на Вас воздействия.\0	0	0	FF	0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
160	1	u,$c1 уже состоит в другой группе.\0	0	66	66	FF	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
161	1	u,Персонажа нет в игре.\0	0	66	66	FF	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
162	1	u,Хранилище находится слишком далеко.\0	0	80	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
163	1	u,Нельзя уничтожить предмет, задано неверное количество.\0	0	80	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
164	1	u,Ожидание ответа.\0	0	40	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
165	1	u,Нельзя добавить себя в список друзей.\0	0	FF	FF	80	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
166	1	u,Нельзя создать список друзей. Попробуйте позже.\0	0	80	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
167	1	u,$c1 уже находится в списке друзей.\0	0	80	80	FF	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,none\0
168	1	u,$c1 хочет добавить Вас в список друзей.\0	0	FF	FF	80	FF	a,ItemSound3.sys_friend_invite\0	a,	0	0	0	0	0	a,	a,none\0
169	1	u,Принять дружбу? 0/1 (1 - да, 0 - нет)\0	0	FF	FF	80	FF	a,	a,	0	0	0	0	0	a,	a,none\0
170	1	u,Персонажа, которого Вы хотите добавить в друзья, нет в игре.\0	0	80	80	FF	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
171	1	u,$c1 не входит в Ваш список друзей.\0	0	80	80	FF	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,none\0
172	1	u,Недостаточно денег для оплаты хранилища.\0	4	FF	FF	80	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,popup\0
173	1	u,Недостаточно денег для оплаты услуги.\0	4	FF	FF	80	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,popup\0
174	1	u,У персонажа в инвентаре нет места.\0	4	80	80	FF	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,popup\0
175	1	u,HP полностью восстановились, и умение дезактивировалось.\0	0	0	FF	0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
176	1	u,Игрок заблокировал принятие личных сообщений.\0	0	FF	FF	80	FF	a,ItemSound3.sys_denial\0	a,	0	0	0	0	0	a,	a,none\0
177	1	u,Принятие сообщений заблокировано.\0	0	0	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
178	1	u,Принятие сообщений разблокировано.\0	0	0	FF	0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
179	1	u,Нельзя выбросить здесь предмет.\0	0	80	80	FF	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
180	1	u,Дней до удаления: $s1. Отменить удаление?\0	4	25	C0	9D	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
181	1	u,Цели не видно.\0	0	80	80	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
182	1	u,Отменить текущий квест?\0	0	0	FF	0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
183	1	u,На сервере слишком много игроков. Попробуйте зайти позже.\0	2	FF	FF	80	FF	a,	a,	0	0	0	0	0	a,	a,server\0
184	1	u,Попробуйте зайти позже.\0	0	FF	FF	80	FF	a,	a,	0	0	0	0	0	a,	a,none\0
185	1	u,Выберите персонажа, которого хотите пригласить в группу.\0	0	0	FF	0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
186	1	u,Выберите персонажа, которого хотите пригласить в клан.\0	0	0	FF	0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
187	1	u,Выберите персонажа, которого хотите исключить.\0	0	0	FF	0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
188	1	u,Введите название клана.\0	4	0	FF	0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
189	1	u,Клан создан.\0	0	FF	FF	80	FF	a,ItemSound3.sys_pledge_join\0	a,	0	0	0	0	0	a,	a,none\0
190	1	u,Не удалось создать клан.\0	0	66	66	FF	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,none\0
191	1	u,$s1 исключается из клана.\0	0	66	66	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
192	1	u,$s1: исключение не удалось.\0	0	BB	BB	FF	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,none\0
193	1	u,Клан расформирован.\0	0	FF	FF	80	FF	a,	a,	0	0	0	0	0	a,	a,none\0
194	1	u,Не удалось расформировать клан.\0	0	BB	BB	FF	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,none\0
195	1	u,Вы вступили в клан.\0	0	0	FF	0	FF	a,ItemSound3.sys_pledge_join\0	a,	0	0	0	0	0	a,	a,none\0
196	1	u,$s1 отказывается вступить в клан.\0	0	40	80	FF	FF	a,ItemSound3.sys_denial\0	a,	0	0	0	0	0	a,	a,none\0
197	1	u,Вы покинули клан.\0	0	FF	FF	80	FF	a,	a,	0	0	0	0	0	a,	a,none\0
198	1	u,Не удалось покинуть клан $s1.\0	0	0	FF	0	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,none\0
199	1	u,Вы исключены из клана и можете вступить в другой только через 24 ч.\0	0	FF	FF	0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
