tag_?	quest_id	quest_prog	main_name	prog_name	description	cnt1	items[0]	items[1]	items[2]	items[3]	items[4]	items[5]	items[6]	items[7]	items[8]	items[9]	items[10]	items[11]	items[12]	items[13]	cnt2	num_items[0]	num_items[1]	num_items[2]	num_items[3]	num_items[4]	num_items[5]	num_items[6]	num_items[7]	num_items[8]	num_items[9]	num_items[10]	num_items[11]	num_items[12]	num_items[13]	quest_x	quest_y	quest_z	lvl_min	lvl_max	quest_type	entity_name	get_item_in_quest	UNK_1	UNK_2	contact_npc_id	contact_npc_x	contact_npc_y	contact_npc_z	restricions	short_description	cnt3	req_class[0]	req_class[1]	req_class[2]	req_class[3]	req_class[4]	req_class[5]	req_class[6]	req_class[7]	req_class[8]	req_class[9]	req_class[10]	req_class[11]	req_class[12]	req_class[13]	req_class[14]	req_class[15]	req_class[16]	req_class[17]	req_class[18]	req_class[19]	req_class[20]	req_class[21]	req_class[22]	req_class[23]	req_class[24]	req_class[25]	req_class[26]	req_class[27]	req_class[28]	req_class[29]	req_class[30]	req_class[31]	req_class[32]	req_class[33]	req_class[34]	req_class[35]	req_class[36]	req_class[37]	req_class[38]	req_class[39]	req_class[40]	req_class[41]	req_class[42]	req_class[43]	req_class[44]	req_class[45]	req_class[46]	req_class[47]	req_class[48]	req_class[49]	req_class[50]	req_class[51]	req_class[52]	req_class[53]	req_class[54]	req_class[55]	req_class[56]	req_class[57]	req_class[58]	req_class[59]	req_class[60]	req_class[61]	req_class[62]	req_class[63]	req_class[64]	req_class[65]	req_class[66]	req_class[67]	req_class[68]	cnt4	req_item[0]	req_item[1]	req_item[2]	req_item[3]	req_item[4]	clan_pet_quest	req_quest_complete	UNK_3	area_id	UNK_4	cnt5	tab5[0]	tab5[1]	tab5[2]	tab5[3]	tab5[4]	tab5[5]	tab5[6]	tab5[7]	tab5[8]	tab5[9]	tab5[10]	cnt6	tab6[0]	tab6[1]	tab6[2]	tab6[3]	tab6[4]	tab6[5]	tab6[6]	tab6[7]	tab6[8]	tab6[9]	tab6[10]	cnt7	tab7[0]	tab7[1]	tab7[2]	tab7[3]
1	2	-1	u,Чего хотят женщины\0	a,	a,	0															0															0.00000000	0.00000000	0.00000000	2	5	3	a,	1	1	1	30223	42978.00000000	49115.00000000	-2994.00000000	u,Эльф, Человек\0	u,Аруен, юноша из Эльфийской Деревни, любит Магистра Гринис всем сердцем, но кто знает, ответит ли она ему взаимностью…\0	49	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	88	89	90	91	92	93	94	95	96	97	98	99	18	19	20	21	22	23	24	25	26	27	28	29	30	100	101	102	103	104	105																					0						0	0	0	67	0	4	15623	15624	57	113								4	4254	335	1850	1								1	5			
1	3	1	u,Как снять проклятие?\0	u,Подготовка к ритуалу\0	u,Тетрарх Темных Эльфов Таллот продолжает изучение темного искусства, чтобы найти способ снять проклятие, наложенное на Митраэля, главу Темных Эльфов. Он просит Вас пойти в Школу Темной Магии и принести ему оттуда Глаз Зверя Знамения, Камень Порока и Кровь Суккуба. Все это необходимо ему для первой стадии ритуала, который снимет проклятие с великого Митраэля.\\n\\nЦели: Зверь Знамения, Гнилой Зомби, Зловонный Зомби, Младший Суккуб, Младший Суккуб Турен и Младший Суккуб Тилфо.\\n\0	3	1081	1082	1083												3	1	1	1												-47120.00000000	59136.00000000	-3328.00000000	16	26	3	u,Школа Темной Магии\0	1	1	1	30141	11012.00000000	14128.00000000	-4242.00000000	u,Темный Эльф\0	u,По вине людей Иерарх Митраэль проклят на века! Помогите Тетрарху Таллоту снять проклятие, сковавшее Митраэля.\0	20	31	32	33	34	35	36	37	38	39	40	41	42	43	106	107	108	109	110	111	112																																																		0						0	0	0	67	0	1	956											1	1											1	0			
1	3	2	u,Как снять проклятие?\0	u,Разговор с Таллотом\0	u,Вы собрали все ингредиенты, необходимые для заклинания. Возвращайтесь к Тетрарху Таллоту.\\n\0	0															0															11012.00000000	14128.00000000	-4242.00000000	16	26	3	u,Тетрарх Таллот\0	0	1	1	30141	11012.00000000	14128.00000000	-4242.00000000	u,Темный Эльф\0	u,По вине людей Иерарх Митраэль проклят на века! Помогите Тетрарху Таллоту снять проклятие, сковавшее Митраэля.\0	20	31	32	33	34	35	36	37	38	39	40	41	42	43	106	107	108	109	110	111	112																																																		0						0	0	0	67	0	1	956											1	1											1	1			
1	3	-1	u,Как снять проклятие?\0	a,	a,	0															0															0.00000000	0.00000000	0.00000000	16	26	3	a,	1	1	1	30141	11012.00000000	14128.00000000	-4242.00000000	u,Темный Эльф\0	u,По вине людей Иерарх Митраэль проклят на века! Помогите Тетрарху Таллоту снять проклятие, сковавшее Митраэля.\0	20	31	32	33	34	35	36	37	38	39	40	41	42	43	106	107	108	109	110	111	112																																																		0						0	0	0	67	0	1	956											1	1											1	2			
1	4	1	u,Болезнь Лорда Паагрио\0	u,Подарок от кланов\0	u,Лорд Пламени Кекеи, правитель всех Орков, серьезно заболел. Центурионы постановили, что каждый клан должен преподнести Лорду подарок для укрепления его здоровья. Центурион Накушин просит Вас собрать подношения от шести кланов. Вы должны встретиться со следующими делегатами кланов:\\n\\nТатару Зу Хестуи из достойного клана Хестуи\\nЛорд Варкис из бесстрашного клана Атуба\\nСмотритель Склада Грукин из грозного клана Неруга\\nГентаки Зу Уруту из могучего клана Уруту\\nТорговец Кунай из мудрого клана Дуда-Мара\\nТорговец Аска из беспощадного клана Ганди.\\n\0	6	1541	1542	1543	1544	1545	1546									6	1	1	1	1	1	1									0.00000000	0.00000000	0.00000000	2	5	3	a,	1	1	1	30578	-47360.00000000	-113791.00000000	-237.00000000	u,Орк\0	u,Правитель Орков Кекеи, Лорд Паагрио, заболел! Старейшины решили, что каждое племя должно преподнести лорду подарок во имя его скорейшего выздоровления.\0	13	44	45	46	47	48	49	50	51	52	113	114	115	116																																																									0						0	0	0	138	0	4	15623	15624	57	4								4	4254	335	1850	1								1	0			
1	4	2	u,Болезнь Лорда Паагрио\0	u,Разговор с Накушином\0	u,Вы собрали все подарки для Лорда Кекеи. Отдайте их Центуриону Накушину.\\n\0	0															0															-47360.00000000	-113791.00000000	-237.00000000	2	5	3	u,Центурион Накушин\0	0	1	1	30578	-47360.00000000	-113791.00000000	-237.00000000	u,Орк\0	u,Правитель Орков Кекеи, Лорд Паагрио, заболел! Старейшины решили, что каждое племя должно преподнести лорду подарок во имя его скорейшего выздоровления.\0	13	44	45	46	47	48	49	50	51	52	113	114	115	116																																																									0						0	0	0	138	0	4	15623	15624	57	4								4	4254	335	1850	1								1	1			
1	4	-1	u,Болезнь Лорда Паагрио\0	a,	a,	0															0															0.00000000	0.00000000	0.00000000	2	5	3	a,	1	1	1	30578	-47360.00000000	-113791.00000000	-237.00000000	u,Орк\0	u,Правитель Орков Кекеи, Лорд Паагрио, заболел! Старейшины решили, что каждое племя должно преподнести лорду подарок ради его скорейшего выздоровления.\0	13	44	45	46	47	48	49	50	51	52	113	114	115	116																																																									0						0	0	0	138	0	4	15623	15624	57	4								4	4254	335	1850	1								1	2			
1	5	1	u,Поручение шахтера\0	u,Закупка материалов\0	u,Шахтер Больтер, член Гильдии Серой Колонны, живет возле Рудника Возрождения. Он просит Вас принести ему кое-что из деревни. Посетите Торговца Шари в магазине оружия, Торговца Гариту в его лавке, Начальника Склада Рида и кузнеца Брюнона, возьмите у них предметы, необходимые Больтеру, и отнесите их ему.\\n\0	4	1548	1549	1550	1551											4	1	1	1	1											0.00000000	0.00000000	0.00000000	2	5	3	a,	1	1	1	30554	112656.00000000	-174864.00000000	-611.00000000	u,Нет требований\0	u,Члены Гильдии Серой Колонны усердно работают в Руднике Возрождения. Шахтер Больтер обеспокоен тем, что некому сходить в деревню за необходимыми материалами.\0	0																																																																						0						0	0	0	138	0	4	15623	15624	57	906								4	5672	446	2466	1								1	0			
1	5	2	u,Поручение шахтера\0	u,Доставка материалов\0	u,Вы собрали все предметы, которые просил Больтер. Передайте их ему.\\n\0	0															0															112656.00000000	-174864.00000000	-611.00000000	2	5	3	u,Шахтер Больтер\0	0	1	1	30554	112656.00000000	-174864.00000000	-611.00000000	u,Нет требований\0	u,Члены Гильдии Серой Колонны усердно работают в Руднике Возрождения. Шахтер Больтер обеспокоен тем, что некому сходить в деревню за необходимыми материалами.\0	0																																																																						0						0	0	0	138	0	4	15623	15624	57	906								4	5672	446	2466	1								1	1			
1	5	-1	u,Поручение шахтера\0	a,	a,	0															0															0.00000000	0.00000000	0.00000000	2	5	3	a,	1	1	1	30554	112656.00000000	-174864.00000000	-611.00000000	u,Нет требований\0	u,Члены Гильдии Серой Колонны усердно работают в Руднике Возрождения. Шахтер Больтер обеспокоен тем, что некому сходить в деревню за необходимыми материалами.\0	0																																																																						0						0	0	0	138	0	4	15623	15624	57	906								4	5672	446	2466	1								1	2			
1	6	1	u,Шаг в будущее\0	u,Рука помощи\0	u,Вы хотите испытать все, что только можно, но Вы не можете себе этого позволить. Обратитесь к Магистру Баулро и попросите помощи.\\n\0	0															0															-84729.00000000	245001.00000000	-3726.00000000	3	10	3	u,Магистр Баулро\0	0	1	1	30006	-84108.00000000	244604.00000000	-3729.00000000	u,Человек\0	u,Хранитель Портала Рокси рассказывает Вам о чудесах мира за пределами Говорящего Острова. Вы хотите увидеть все это своими глазами!\0	30	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	88	89	90	91	92	93	94	95	96	97	98	99																																								0						0	0	0	30	0	2	7570	7126										2	1	1										1	0			
1	6	2	u,Шаг в будущее\0	u,Позволение Архонта\0	u,Магистр Баулро поможет Вам! Он дает Вам письмо к сэру Коллину Виндавуду, который находится недалеко от Обелиска Победы. Он говорит, что сэр Коллин может оказать Вам услугу, если Вы его вежливо попросите.\\n\0	1	7571														1	1														-100332.00000000	238019.00000000	-3573.00000000	3	10	3	u,Сэр Коллин Виндавуд\0	0	1	1	30006	-84108.00000000	244604.00000000	-3729.00000000	u,Человек\0	u,Хранитель Портала Рокси рассказывает Вам о чудесах мира за пределами Говорящего Острова. Вы хотите увидеть все это своими глазами!\0	30	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	88	89	90	91	92	93	94	95	96	97	98	99																																								0						0	0	0	30	0	2	7570	7126										2	1	1										1	1			
1	6	3	u,Шаг в будущее\0	u,Путь в Гиран\0	u,Сэр Коллин Виндавуд соглашается оплатить Вашу поездку в Гиран. Передайте его слова Хранителю Портала Рокси.\\n\0	0															0															-84108.00000000	244604.00000000	-3729.00000000	3	10	3	u,Хранитель Портала Рокси\0	0	1	1	30006	-84108.00000000	244604.00000000	-3729.00000000	u,Человек\0	u,Хранитель Портала Рокси рассказывает Вам о чудесах мира за пределами Говорящего Острова. Вы хотите увидеть все это своими глазами!\0	30	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	88	89	90	91	92	93	94	95	96	97	98	99																																								0						0	0	0	30	0	2	7570	7126										2	1	1										1	2			
1	6	-1	u,Шаг в будущее\0	a,	a,	0															0															0.00000000	0.00000000	0.00000000	3	10	3	a,	1	1	1	30006	-84108.00000000	244604.00000000	-3729.00000000	u,Человек\0	u,Хранитель Портала Рокси рассказывает Вам о чудесах мира за пределами Говорящего Острова. Вы хотите увидеть все это своими глазами!\0	30	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	88	89	90	91	92	93	94	95	96	97	98	99																																								0						0	0	0	30	0	2	7570	7126										2	1	1										1	3			
1	7	1	u,Начало пути\0	u,Совет ветерана\0	u,В свое время Ариэль довелось много путешествовать. После долгих странствий она вернулась домой, в Эльфийский Лес. Прежде чем пуститься в дальний путь, спросите у нее совета.\\n\0	0															0															44683.00000000	46952.00000000	-2981.00000000	3	10	3	u,Торговец Ариэль\0	0	1	1	30146	46926.00000000	51511.00000000	-2977.00000000	u,Эльф\0	u,Путь всегда открыт тем, кто хочет увидеть мир!\0	19	18	19	20	21	22	23	24	25	26	27	28	29	30	100	101	102	103	104	105																																																			0						0	0	0	67	0	2	7570	7126										2	1	1										1	0			
1	7	2	u,Начало пути\0	u,Помощь Иерарха\0	u,Иерарх Астериос помогает всем молодым Эльфам, желающим увидеть мир. Почему бы Вам не обратиться к нему за помощью?\\n\0	1	7572														1	1														44692.00000000	52261.00000000	-2795.00000000	3	10	3	u,Иерарх Астериос\0	0	1	1	30146	46926.00000000	51511.00000000	-2977.00000000	u,Эльф\0	u,Путь всегда открыт тем, кто хочет увидеть мир!\0	19	18	19	20	21	22	23	24	25	26	27	28	29	30	100	101	102	103	104	105																																																			0						0	0	0	67	0	2	7570	7126										2	1	1										1	1			
1	7	3	u,Начало пути\0	u,Подготовка к путешествию\0	u,Иерарх Астериос отправляет Вас к Хранителю Портала Мирабель.\\n\0	0															0															46926.00000000	51511.00000000	-2977.00000000	3	10	3	u,Хранитель Портала Мирабель\0	0	1	1	30146	46926.00000000	51511.00000000	-2977.00000000	u,Эльф\0	u,Путь всегда открыт тем, кто хочет увидеть мир!\0	19	18	19	20	21	22	23	24	25	26	27	28	29	30	100	101	102	103	104	105																																																			0						0	0	0	67	0	2	7570	7126										2	1	1										1	2			
1	7	-1	u,Начало пути\0	a,	a,	0															0															0.00000000	0.00000000	0.00000000	3	10	3	a,	1	1	1	30146	46926.00000000	51511.00000000	-2977.00000000	u,Эльф\0	u,Путь всегда открыт тем, кто хочет увидеть мир!\0	19	18	19	20	21	22	23	24	25	26	27	28	29	30	100	101	102	103	104	105																																																			0						0	0	0	67	0	2	7570	7126										2	1	1										1	3			
1	8	1	u,Начало пути\0	u,Тайная месть\0	u,Хранитель Портала Жасмин отказывается Вам помочь и говорить, что в юности Розалин была такой же безрассудной. Спросите о том, что случилось, у Охранника Розалин.\\n\0	0															0															15272.00000000	16310.00000000	-4377.00000000	3	10	3	u,Охранник Розалин\0	0	1	1	30134	9670.00000000	15537.00000000	-4574.00000000	u,Темный Эльф\0	u,Путь всегда открыт тем, кто хочет увидеть мир!\0	20	31	32	33	34	35	36	37	38	39	40	41	42	43	106	107	108	109	110	111	112																																																		0						0	0	0	67	0	2	7570	7126										2	1	1										1	0			
1	8	2	u,Начало пути\0	u,Месть Розалин\0	u,Розалин возмущена замечанием Жасмин. Она просит Вас отнести записку об этом Магистру Харн.\\n\0	1	7573														1	1														10344.00000000	14445.00000000	-4242.00000000	3	10	3	u,Магистр Харн\0	0	1	1	30134	9670.00000000	15537.00000000	-4574.00000000	u,Темный Эльф\0	u,Путь всегда открыт тем, кто хочет увидеть мир!\0	20	31	32	33	34	35	36	37	38	39	40	41	42	43	106	107	108	109	110	111	112																																																		0						0	0	0	67	0	2	7570	7126										2	1	1										1	1			
1	8	3	u,Начало пути\0	u,Разговор с Жасмин\0	u,Магистр Харн очень давно наблюдает за враждой сестер Розалин и Жасмин. Она просит Вас вернуться к Жасмин и передать ей послание.\\n\0	0															0															9670.00000000	15537.00000000	-4574.00000000	3	10	3	u,Хранитель Портала Жасмин\0	0	1	1	30134	9670.00000000	15537.00000000	-4574.00000000	u,Темный Эльф\0	u,Путь всегда открыт тем, кто хочет увидеть мир!\0	20	31	32	33	34	35	36	37	38	39	40	41	42	43	106	107	108	109	110	111	112																																																		0						0	0	0	67	0	2	7570	7126										2	1	1										1	2			
1	8	-1	u,Начало пути\0	a,	a,	0															0															0.00000000	0.00000000	0.00000000	3	10	3	a,	1	1	1	30134	9670.00000000	15537.00000000	-4574.00000000	u,Темный Эльф\0	u,Путь всегда открыт тем, кто хочет увидеть мир!\0	20	31	32	33	34	35	36	37	38	39	40	41	42	43	106	107	108	109	110	111	112																																																		0						0	0	0	67	0	2	7570	7126										2	1	1										1	3			
1	9	1	u,В город людей\0	u,Раздумья Центуриона\0	u,Центурион Патукай, служащий у Лорда Орков Кекеи, пытается понять, что же такое сила. Он просит Вас задать этот вопрос Провидцу Танапи.\\n\0	0															0															-45863.00000000	-112621.00000000	-200.00000000	3	10	3	u,Провидец Танапи\0	0	1	1	30583	-45731.00000000	-113844.00000000	-237.00000000	u,Орк\0	u,Центурион Патукай пытается понять истинный смысл силы и просит Вас о помощи.\0	13	44	45	46	47	48	49	50	51	52	113	114	115	116																																																									0						0	0	0	138	0	2	7570	7126										2	1	1										1	0			
1	9	2	u,В город людей\0	u,В город людей\0	u,Провидец Танапи говорит, что ответ на свой вопрос Вы можете найти в городе Людей, Гиране. Поговорите с Хранителем Портала Тамил.\\n\0	0															0															-45264.00000000	-112512.00000000	-235.00000000	3	10	3	u,Хранитель Портала Тамил\0	0	1	1	30583	-45731.00000000	-113844.00000000	-237.00000000	u,Орк\0	u,Центурион Патукай пытается понять истинный смысл силы и просит Вас о помощи.\0	13	44	45	46	47	48	49	50	51	52	113	114	115	116																																																									0						0	0	0	138	0	2	7570	7126										2	1	1										1	1			
1	9	-1	u,В город людей\0	a,	a,	0															0															0.00000000	0.00000000	0.00000000	3	10	3	a,	1	1	1	30583	-45731.00000000	-113844.00000000	-237.00000000	u,Орк\0	u,Центурион Патукай пытается понять истинный смысл силы и просит Вас о помощи.\0	13	44	45	46	47	48	49	50	51	52	113	114	115	116																																																									0						0	0	0	138	0	2	7570	7126										2	1	1										1	2			
1	10	1	u,Большой мир\0	u,Испытание Баланки\0	u,Если Вы выполните задание Баланки из Гильдии Серебряных Весов, то сможете отправиться в путешествие. Поговорите с Начальником Склада Ридом.\\n\0	0															0															115205.00000000	-180024.00000000	-870.00000000	3	10	3	u,Начальник Склада Рид\0	0	1	1	30533	116016.00000000	-178615.00000000	-948.00000000	u,Гном\0	u,Путь всегда открыт тем, кто хочет увидеть мир!\0	7	53	54	55	56	57	117	118																																																															0						0	0	0	138	0	2	7570	7126										2	1	1										1	0			
1	10	2	u,Большой мир\0	u,Добыча в Руднике\0	u,Рид просит Вас отнести ожерелье, которое он сделал, Жрецу Земли Геральду. Попробуйте выяснить у него, кому дадут права на разработку месторождений.\\n\0	1	7574														1	1														114990.00000000	-177294.00000000	-854.00000000	3	10	3	u,Жрец Земли Геральд\0	0	1	1	30533	116016.00000000	-178615.00000000	-948.00000000	u,Гном\0	u,Путь всегда открыт тем, кто хочет увидеть мир!\0	7	53	54	55	56	57	117	118																																																															0						0	0	0	138	0	2	7570	7126										2	1	1										1	1			
