id	text
111	u,блядословник\0
112	u,гондон\0
113	u,бляхомудия\0
114	u,впиздячить\0
115	u,выблядовать\0
116	u,выблядок\0
117	u,выебон\0
118	u,выёбываться\0
119	u,выебываться\0
120	u,голоёбица\0
121	u,голоебица\0
122	u,дерьмо\0
123	u,заеб\0
124	u,заёб\0
125	u,изъебнуться\0
126	u,испиздеться\0
127	u,козлоёб\0
128	u,козлоеб\0
129	u,козлоёбище\0
130	u,козлоебище\0
131	u,козлоебина\0
132	u,козлоёбина\0
133	u,ебашить\0
134	u,наебашить\0
135	u,остоебать\0
136	u,настоебать\0
137	u,пёзды\0
138	u,пезды\0
139	u,беспезды\0
140	u,безпезды\0
141	u,пиздобол\0
142	u,пиздабол\0
143	u,пиздатый\0
144	u,пиздато\0
145	u,пизделякать\0
146	u,поебень\0
147	u,хуесос\0
148	u,хуеплёт\0
149	u,хуеплет\0
150	u,трепездон\0
151	u,трепездонить\0
152	u,пезда\0
153	u,пездато\0
154	u,пездеть\0
155	u,пездобратия\0
156	u,уёбище\0
157	u,уебище\0
158	u,хуелес\0
159	u,хитровыебанный\0
160	u,мудобляд\0
161	u,уёбищный\0
162	u,уебищный\0
163	u,муйня\0
164	u,куесос\0
165	u,шароебиться\0
166	u,шароёбиться\0
167	u,шароебищный\0
168	u,шароёбищный\0
169	u,hер\0
170	u,хer\0
171	u,х.е.р.\0
172	u,нахер\0
173	u,на-хер\0
174	u,х_е_р\0
175	u,х-е-р\0
176	u,х/е/р\0
177	u,х\\е\\р\0
178	u,xер\0
179	u,x.е.р\0
180	u,х.е.р\0
181	u,наxер\0
182	u,на.x.ер\0
183	u,на.х.ер\0
184	u,на,х.ер\0
185	u,на_x.ер\0
186	u,на:х.ер\0
187	u,на:x.ер\0
188	u,на№х.ер\0
189	u,на№x.ер\0
190	u,на%х.ер\0
191	u,на%x.ер\0
192	u,х,ер\0
193	u,х~ер\0
194	u,х`ер\0
195	u,х"ер\0
196	u,х:ер\0
197	u,х?ер\0
198	u,х*ер\0
199	u,х(ер\0
200	u,х)ер\0
201	u,хе.р\0
202	u,хе_р\0
203	u,хе-р\0
204	u,хе/р\0
205	a,nah\0
206	u,поh\0
207	u,хер\0
208	u,xер\0
209	u,хе\\р\0
210	a,huj\0
211	u,xеp\0
212	a,xep\0
213	u,xуй\0
214	u,хyй\0
215	a,xyj\0
216	u,хуj\0
217	u,хuj\0
218	u,hуй\0
219	u,бyй\0
220	u,xyи\0
221	u,хуj\0
222	u,kуй\0
223	u,ебануть\0
224	u,ебануться\0
225	u,хуи\0
226	u,ебиздить\0
227	u,ёбнуть\0
228	u,йобнуть\0
229	u,йёбнуть\0
230	u,ёбнуться\0
231	a,hui\0
232	u,йобнуться\0
233	u,йёбнуться\0
234	u,ебстись\0
235	u,йебстись\0
236	u,въебать\0
237	u,вьебать\0
238	u,в"ебать\0
239	u,в_ебать\0
240	u,е_бануть\0
241	u,еб_ануть\0
242	u,_ебануть\0
243	u,.ебануть\0
244	u,.е.бануть\0
245	u,е.б.а.нуть\0
246	u,е-бануть\0
247	u,е-б-ануть\0
248	u,.е-бануть\0
249	u,.е.б-ануть\0
250	u,е-б.ануть\0
251	u,~ебануть\0
252	u,~е.бануть\0
253	u,~е-бануть\0
254	u,пiзда\0
255	u,выебываться\0
256	u,доебать\0
257	u,доебаться\0
258	u,доёбывать\0
259	u,доебывать\0
260	u,заебать\0
261	u,заибать\0
262	u,заипать\0
263	u,заепать\0
264	u,3аебать\0
265	u,3аепать\0
266	u,3аипать\0
267	u,заебаться\0
268	u,заибаться\0
269	u,заипаться\0
270	u,наебать\0
271	u,3,143да\0
272	u,3,143дa\0
273	u,3,14зда\0
274	u,3,14ззда\0
275	u,3,143dа\0
276	u,пизdа\0
277	u,пи*зда\0
278	u,5изdа\0
279	u,5изда\0
280	u,5и3да\0
281	u,рizda\0
282	u,наебаться\0
283	u,наебнуть\0
284	u,наебнуться\0
285	a,3,143da\0
286	a,3,143da\0
287	u,3,14зda\0
288	u,объебать\0
289	u,объебаться\0
290	u,остоебенить\0
291	u,остаебенить\0
292	u,астоебенить\0
293	u,астаебенить\0
294	u,остоебеть\0
295	u,астаебеть\0
296	u,остаебеть\0
297	u,астоебеть\0
298	u,отъебать\0
299	u,атъебать\0
300	u,отъебаться\0
301	u,атъебаться\0
302	u,переебать\0
303	u,3,14zда\0
304	u,пиzда\0
305	u,переибать\0
306	u,переипать\0
307	u,переебаться\0
308	u,переибаться\0
309	u,переипаться\0
310	u,поебать\0
311	u,поибать\0
312	u,поипать\0
313	u,поепать\0
314	u,поиппать\0
315	u,поебаться\0
316	u,поибаться\0
317	u,поипаться\0
318	u,пиzzда\0
319	u,подъебать\0
320	u,подъепать\0
321	u,потъебать\0
322	u,подъипать\0
323	u,подъибать\0
324	u,потъибать\0
325	u,потъипать\0
326	u,подъебнуть\0
327	u,потъебнуть\0
328	a,3,14zzda\0
329	a,3,14zzda\0
330	u,подъипнуть\0
331	u,потъипнуть\0
332	u,подъибнуть\0
333	u,подъепаться\0
334	u,потъиапться\0
335	a,3,143da\0
336	u,3,14зda\0
337	u,п.иzzда\0
338	u,пи.zzда\0
339	u,пиz.zда\0
340	u,пиzz.да\0
341	u,п-иzzда\0
342	u,пи-zzда\0
343	u,пиz-zда\0
344	u,пиzz-да\0
345	u,пиzzd-a\0
346	u,п\\иzzda\0
347	u,пи\\zzda\0
348	u,пиz\\zda\0
349	u,пizz\\da\0
350	u,пizzd\\a\0
351	u,п/izzda\0
352	u,пi/zzda\0
353	u,пiz/zда\0
354	u,пizда\0
355	u,п\\izда\0
356	u,пi\\zда\0
357	u,пiz\\да\0
358	u,пizd\\a\0
359	a,pizda\0
360	u,пizda\0
361	u,пizzda\0
362	u,пizda\0
363	u,п-izda\0
364	u,пizдa\0
365	u,пizzда\0
366	u,пizzдa\0
367	u,пizда\0
368	u,пizдa\0
369	u,п.izда\0
370	u,пi.zда\0
371	a,pizda\0
372	a,p.izda\0
373	a,pi.zda\0
374	a,piz.da\0
375	a,pizd.a\0
376	a,p,izda\0
377	a,pi,zda\0
378	a,piz,da\0
379	a,pizd,a\0
380	a,p-izda\0
381	a,pi-zda\0
382	a,piz-da\0
383	a,pizd-a\0
384	a,pi$da\0
385	a,pi$da\0
386	a,3,14zda\0
387	a,3,14$da\0
388	u,3,14$dа\0
389	a,3,14zda\0
390	a,3,14zda\0
391	a,3,14z.da\0
392	a,3,14zd.a\0
393	a,3,14zda\0
394	a,3,14zzda\0
395	a,3,14z.zda\0
396	a,3,14zz.da\0
397	a,3,14zzd.a\0
398	a,3,14z\\zda\0
399	a,3,14zz\\da\0
400	a,3,14zzd\\a\0
401	a,3,14z-zda\0
402	a,3,14zz-da\0
403	a,pizzda\0
404	a,pizzda\0
405	a,p/izzda\0
406	a,pi/zzda\0
407	a,piz/zda\0
408	a,pizz/da\0
409	a,pizzd/a\0
410	a,p\\izzda\0
411	a,pi\\zzda\0
412	a,piz\\zda\0
413	a,pizz\\da\0
414	a,pizzd\\a\0
415	a,p.izzda\0
416	a,pi.zzda\0
417	u,piзда\0
418	u,piздa\0
419	u,ебать\0
420	u,ебaть\0
421	u,eбать\0
422	u,eбaть\0
423	u,е.бать\0
424	u,еб.ать\0
425	u,еб\\ать\0
426	u,е\\бать\0
427	u,е-бать\0
428	u,еб-ать\0
429	u,е,бать\0
430	u,еб,ать\0
431	u,е/бать\0
432	u,еб/ать\0
433	u,ибать\0
434	u,ибaть\0
435	u,и,бaть\0
436	u,иб,ать\0
437	u,и.бать\0
438	u,иб.ать\0
439	u,и\\бать\0
440	u,иб\\ать\0
441	u,и/бать\0
442	u,иб/ать\0
443	u,йоб\0
444	u,йоп\0
445	u,йобнутый\0
446	u,йопнутый\0
447	u,йобищный\0
448	u,йебать\0
449	u,йэбать\0
450	u,йэбанутый\0
451	u,ебаtь\0
452	u,eбаtь\0
453	u,ебatь\0
454	u,eбatь\0
455	u,е.баtь\0
456	u,еб.аtь\0
457	u,е_баtь\0
458	u,еб_аtь\0
459	u,е-баtь\0
460	u,еб-аtь\0
461	u,е-б-аtь\0
462	u,йэбать\0
463	u,й-э-бать\0
464	u,й-эбать\0
465	u,йэб-ать\0
466	u,й\\эбать\0
467	u,йэ\\бать\0
468	u,й/эбать\0
469	u,йэ/бать\0
470	u,й.эбать\0
471	u,йэ.бать\0
472	u,йэб.ать\0
473	u,йэ_бать\0
474	u,й_эбать\0
475	u,йэб_ать\0
476	u,йэбaть\0
477	u,й"эбать\0
478	u,ипать\0
479	u,ипaть\0
480	u,и_пать\0
481	u,ип_ать\0
482	u,и-пать\0
483	u,и_п_ать\0
484	u,и-п-ать\0
485	u,ип-ать\0
486	u,и.пать\0
487	u,ип.ать\0
488	u,иппать\0
489	u,иппaть\0
490	u,и.пать\0
491	u,ип.ать\0
492	u,и.п.ать\0
493	u,и\\пать\0
494	u,ип\\ать\0
495	u,иппать\0
496	u,и\\ппать\0
497	u,ип\\пать\0
498	u,ипп\\ать\0
499	u,и\\п\\п\\ать\0
500	u,и\\п\\пать\0
501	u,ип\\п\\ать\0
502	u,и,ппать\0
503	u,ип,пать\0
504	u,ипп,ать\0
505	u,и_ппать\0
506	u,ип_пать\0
507	u,ипп_ать\0
508	u,и_п_пать\0
509	u,ип_п_ать\0
510	u,и_п_п_ать\0
511	u,и.ппать\0
512	u,ип.пать\0
513	u,iбать\0
514	u,iбaть\0
515	u,i_бать\0
516	u,iб_ать\0
517	u,i_б_ать\0
518	u,i.бать\0
519	u,iб.ать\0
520	u,i,бать\0
521	u,iб,ать\0
522	u,i-бать\0
523	u,iб-ать\0
524	u,i-б-аtь\0
525	u,i\\баtь\0
526	u,iб\\аtь\0
527	u,i\\б\\аtь\0
528	u,i/баtь\0
529	u,iб/ать\0
530	u,залупа\0
531	u,зaлупа\0
532	u,залyпа\0
533	u,зaлyпа\0
534	u,_залупа\0
535	u,з_алупа\0
536	u,за_лупа\0
537	u,зал_упа\0
538	u,залу_па\0
539	u,залуп_а\0
540	u,_з_а_л_у_п_а\0
541	u,.залупа\0
542	u,з.алупа\0
543	u,за.лупа\0
544	u,зал.упа\0
545	u,залу.па\0
546	u,3алупа\0
547	u,3aлупа\0
548	u,3алупa\0
549	u,3aлупa\0
550	u,3алyпа\0
551	u,3aлyпа\0
552	u,3алyпa\0
553	u,3aлyпa\0
554	u,3_алупа\0
555	u,_3алупа\0
556	u,_3_а_л_у_п_а\0
557	u,3-а-л-у-п-а\0
558	u,заллупа\0
559	u,зaллупа\0
560	u,заллyпа\0
561	u,заллупa\0
562	u,зaллyпa\0
563	u,зaллyпа\0
564	u,заллyпa\0
565	u,зaллyпa\0
566	u,3аллупа\0
567	u,з_аллупа\0
568	u,зал_лупа\0
569	u,залл_упа\0
570	u,заллу_па\0
571	u,_заллупа\0
572	u,заlупа\0
573	u,зalупа\0
574	u,заlyпа\0
575	u,заlупa\0
576	u,зalyпа\0
577	u,заlyпa\0
578	u,зalyпa\0
579	u,хуярить\0
580	u,хyярить\0
581	u,xуярить\0
582	u,xyярить\0
583	u,хуяpить\0
584	u,хyяpить\0
585	u,xyяpить\0
586	u,х_уярить\0
587	u,ху_ярить\0
588	u,хуя_рить\0
589	u,_хуярить\0
590	u,_х_у_я_рить\0
591	u,.хуярить\0
592	u,х.уярить\0
593	u,ху.ярить\0
594	u,хуя.рить\0
595	u,.х.у.я.рить\0
596	u,\\хуярить\0
597	u,х\\уярить\0
598	u,ху\\ярить\0
599	u,хуя\\рить\0
600	u,х/уярить\0
601	u,ху/ярить\0
602	u,хуя/рить\0
603	u,/хуярить\0
604	u,-х-у-я-рить\0
605	u,охуеть\0
606	u,oхуеть\0
607	u,оxуеть\0
608	u,охyеть\0
609	u,охуeть\0
610	u,oxуеть\0
611	u,оxyеть\0
612	u,охyeть\0
613	u,oхyеть\0
614	u,oхуeть\0
615	u,оxуeть\0
616	u,oxyeть\0
617	u,_охуеть\0
618	u,о_хуеть\0
619	u,_о_х_у_е_ть\0
620	u,ох_уеть\0
621	u,оху_еть\0
622	u,охуе_ть\0
623	u,о.хуеть\0
624	u,ох.уеть\0
625	u,ахуеть\0
626	u,aхуеть\0
627	u,аxуеть\0
628	u,ахyеть\0
629	u,ахуeть\0
630	u,axуеть\0
631	u,аxyеть\0
632	u,ахyeть\0
633	u,aхyеть\0
634	u,aхуeть\0
635	u,аxуeть\0
636	u,aхуeть\0
637	u,а_хуе\0
638	u,а_х_у_е\0
639	u,окуеть\0
640	u,oкуеть\0
641	u,оkуеть\0
642	u,окyеть\0
643	u,окуeть\0
644	u,okуеть\0
645	u,оkyеть\0
646	u,окyeть\0
647	u,oкyеть\0
648	u,oкуeть\0
649	u,оkуeть\0
650	u,okyеть\0
651	u,оkyeть\0
652	u,okyeть\0
653	u,о_куеть\0
654	u,ок_уеть\0
655	u,оку_еть\0
656	u,акуеть\0
657	u,aкуеть\0
658	u,аkуеть\0
659	u,акyеть\0
660	u,акуeть\0
661	u,akуеть\0
662	u,аkyеть\0
663	u,акyeть\0
664	u,aкyеть\0
665	u,aкуeть\0
666	u,аkуeть\0
667	u,akyеть\0
668	u,аkyeть\0
669	u,а_куеть\0
670	u,ак_уеть\0
671	u,аку_еть\0
672	u,акуе_ть\0
673	u,а_к_у_е_ть\0
674	u,а-куеть\0
675	u,а-к-у-е-ть\0
676	u,а\\куеть\0
677	u,ак\\уеть\0
678	u,сука\0
679	u,cука\0
680	u,сyка\0
681	u,суkа\0
682	u,сукa\0
683	u,cyка\0
684	u,cуkа\0
685	u,cукa\0
686	u,cykа\0
687	u,ссука\0
688	u,cсука\0
689	u,сcука\0
690	u,ссyка\0
691	u,ссуkа\0
692	u,ссуka\0
693	u,cсyка\0
694	u,cсуkа\0
695	u,cсyка\0
696	u,ccука\0
697	u,сcyка\0
698	u,ссykа\0
699	u,ccykа\0
700	u,с_с_у_к_а\0
701	u,сцука\0
702	u,cцука\0
703	u,сцyка\0
704	u,сцуkа\0
705	u,cцyка\0
706	u,cцуkа\0
707	u,сцykа\0
708	u,cцykа\0
709	u,_сцука\0
710	u,_с_ц_у_к_а\0
711	u,с.ц.у.к.а\0
712	u,с\\ц\\у\\к\\а\0
713	u,с/ц/у/к/а\0
714	u,срать\0
715	u,cрать\0
716	u,сpать\0
717	u,срaть\0
718	u,cpать\0
719	u,сpaть\0
720	u,cpaть\0
721	u,_cрать\0
722	u,_с_р_а_ть\0
723	u,\\срать\0
724	u,с\\рать\0
725	u,ср\\ать\0
726	u,сра\\ть\0
727	u,с.рать\0
728	u,ср.ать\0
729	u,сра.ть\0
730	u,.срать\0
731	u,.с.р.а.ть\0
732	u,с.р.а.ть\0
733	u,с-рать\0
734	u,ср-ать\0
735	u,с-р-а-ть\0
736	u,срака\0
737	u,cрака\0
738	u,сpака\0
739	u,срaка\0
740	u,сраkа\0
741	u,cpака\0
742	u,сpaка\0
743	u,срakа\0
744	u,cpaка\0
745	u,сpakа\0
746	u,cрakа\0
747	u,cpakа\0
748	u,с.рака\0
749	u,ср.ака\0
750	u,сра.ка\0
751	u,срак.а\0
752	u,_с_р_а_к_а\0
753	u,бздеть\0
754	u,бздeть\0
755	u,_бздеть\0
756	u,б_здеть\0
757	u,бз_деть\0
758	u,бзд_еть\0
759	u,_б_здеть\0
760	u,_б_з_д_еть\0
761	u,б_з_деть\0
762	u,бз_д_еть\0
763	u,б\\здеть\0
764	u,бз\\деть\0
765	u,бзд\\еть\0
766	u,б/здеть\0
767	u,бз/деть\0
768	u,бзд/еть\0
769	u,б.здеть\0
770	u,бз.деть\0
771	u,бзд.еть\0
772	u,б.з.деть\0
773	u,бз.д.еть\0
774	u,.б.здеть\0
775	u,.б.з.д.еть\0
776	u,б-здеть\0
777	u,бз-деть\0
778	u,б-з-д-еть\0
779	u,жрать\0
780	u,жpать\0
781	u,жрaть\0
782	u,жpaть\0
783	u,_жрать\0
784	u,ж_рать\0
785	u,жр_ать\0
786	u,_ж_рать\0
787	u,_ж_р_ать\0
788	u,-жрать\0
789	u,ж-рать\0
790	u,жр-ать\0
791	u,-ж-рать\0
792	u,-ж-р-ать\0
793	u,ж-р-ать\0
794	u,xавать\0
795	u,хaвать\0
796	u,хaвать\0
797	u,хавaть\0
798	u,xaвать\0
799	u,хaвaть\0
800	u,xaвaть\0
801	u,_хавать\0
802	u,х_авать\0
803	u,ха_вать\0
804	u,хав_ать\0
805	u,_х_авать\0
806	u,х_а_вать\0
807	u,ха_в_ать\0
808	u,_х_а_в_ать\0
809	u,х-авать\0
810	u,ха-вать\0
811	u,хав-ать\0
812	u,-хавать\0
813	u,х\\авать\0
814	u,ха\\вать\0
815	u,хав\\ать\0
816	u,\\хавать\0
817	u,\\х\\а\\в\\ать\0
818	u,/х/а/в/ать\0
819	u,ха/вать\0
820	u,пaдла\0
821	u,падlа\0
822	u,пaдlа\0
823	u,п_адла\0
824	u,па_дла\0
825	u,пад_ла\0
826	u,падл_а\0
827	u,п_а_д_л_а\0
828	u,.падла\0
829	u,.п.а.д.л.а\0
830	u,\\падла\0
831	u,п-а-д-л-а\0
832	u,дрочить\0
833	u,дpочить\0
834	u,дрoчить\0
835	u,дpoчить\0
836	u,д_р_о_ч_ить\0
837	u,_д_р_о_ч_ить\0
838	u,/д/р/о/ч/и/ть\0
839	u,/дрочить\0
840	u,д-р-о-ч-ить\0
841	u,\\дрочить\0
842	u,д\\рочить\0
843	u,др\\очить\0
844	u,дро\\чить\0
845	u,дроч\\ить\0
846	u,дрочить\0
847	u,\\д\\р\\о\\ч\\ить\0
848	u,.дрочить\0
849	u,д.рочить\0
850	u,др.очить\0
851	u,дро.чить\0
852	u,дроч.ить\0
853	u,.д.р.о.ч.ить\0
854	u,,д,р,о,ч,ить\0
855	u,`дрочить\0
856	u,д`рочить\0
857	u,др`очить\0
858	u,`д`р`о`ч`ить\0
859	u,задрота\0
860	u,зaдрота\0
861	u,задpота\0
862	u,задрoта\0
863	u,зaдpота\0
864	u,задpoта\0
865	u,зaдрoта\0
866	u,зaдpoта\0
867	u,`з`а`д`р`о`т`а\0
868	u,_з_а_д_р_о_т_а\0
869	u,з-а-д-р-о-т-а\0
870	u,з.а.д.р.о.т.а\0
871	u,.з.а.д.р.о.т.а\0
872	u,,з,а,д,р,о,т,а\0
873	u,\\задрота\0
874	u,з\\адрота\0
875	u,за\\дрота\0
876	u,зад\\рота\0
877	u,задр\\ота\0
878	u,задро\\та\0
879	u,задрот\\а\0
880	u,/задрота\0
881	u,з/адрота\0
882	u,за/дрота\0
883	u,зад/рота\0
884	u,задр/ота\0
885	u,задро/та\0
886	u,з/а/д/р/о/т/а\0
887	u,пёзды\0
888	u,п-ё-з-д-ы\0
889	u,-п-ё-з-д-ы\0
890	u,`п`ё`з`д`ы\0
891	u,`пёзды\0
892	u,п`ё`з`д`ы\0
893	u,п/ё/з/д/ы\0
894	u,п\\ё\\з\\д\\ы\0
895	u,п.ё.з.д.ы\0
896	u,.п.ё.з.д.ы\0
897	u,_пёзды\0
898	u,п_ёзды\0
899	u,пё_зды\0
900	u,пёз_ды\0
901	u,п_ё_з_д_ы\0
902	u,пезда\0
903	u,пeзда\0
904	u,п.е.з.д.а\0
905	u,.п.е.з.д.а\0
906	u,`пезда\0
907	u,`п`е`з`д`а\0
908	u,п-е-з-д-а\0
909	u,\\п\\е\\з\\д\\а\0
910	u,п\\е\\з\\д\\а\0
911	u,/п/е/з/д/а\0
912	u,п/е/з/д/а\0
913	u,п.е.з.д.а\0
914	u,.п.е.з.д.а\0
915	u,пе3да\0
916	u,гoндон\0
917	u,гондoн\0
918	u,гoндoн\0
919	u,г_о_н_д_о_н\0
920	u,_г_о_н_д_о_н_\0
921	u,`г`о`н`д`о`н`\0
922	u,`гондон\0
923	u,_гондон\0
924	u,г_ондон\0
925	u,го_ндон\0
926	u,гон_дон\0
927	u,гонд_он\0
928	u,г_о_н_д_о_н\0
929	u,\\г\\о\\н\\д\\о\\н\\\0
930	u,/г/о/н/д/о/н/\0
931	u,.г.о.н.д.о.н.\0
932	u,,г,о,н,д,о,н\0
933	u,г.о.н.д.о.н\0
934	u,г,о,н,д,о,н\0
935	u,г-о-н-д-о-н\0
936	u,гандон\0
937	u,гaндон\0
938	u,гандoн\0
939	u,гaндoн\0
940	u,г`а`н`д`о`н\0
941	u,`гандон\0
942	u,г.а.н.д.о.н\0
943	u,г,а,н,д,о,н\0
944	u,г\\а\\н\\д\\о\\н\0
945	u,г/а/н/д/о/н\0
946	u,г-а-н-д-о-н\0
947	u,_гандон\0
948	u,-гандон\0
949	u,\\гандон\0
950	u,/гандон\0
951	u,г_а_н_д_о_н\0
952	u,дерьмо\0
953	u,дeрьмо\0
954	u,деpьмо\0
955	u,дepьмо\0
956	u,`дерьмо\0
957	u,д`е`р`ь`м`о\0
958	u,`д`е`р`ь`м`о\0
959	u,'дерьмо\0
960	u,д'е'р'ь'м'о\0
961	u,-дерьмо\0
962	u,д-е-р-ь-м-о\0
963	u,\\дерьмо\0
964	u,д\\е\\р\\ь\\м\\о\0
965	u,/дерьмо\0
966	u,д/е/р/ь/м/о\0
967	u,_дерьмо\0
968	u,д_е_р_ь_м_о\0
969	u,.дерьмо\0
970	u,д.е.р.ь.м.о\0
971	u,,дерьмо\0
972	u,д,е,р,ь,м,о\0
973	u,~дерьмо\0
974	u,д~е~р~ь~м~о\0
975	u,хуёвый\0
976	u,xуёвый\0
977	u,хyёвый\0
978	u,xyёвый\0
979	u,`хуёвый\0
980	u,х`у`ё`вый\0
981	u,х'у'ё'вый\0
982	u,'хуёвый\0
983	u,-хуёвый\0
984	u,х-у-ё-вый\0
985	u,_хуёвый\0
986	u,х_у_ё_вый\0
987	u,йух\0
988	u,xyяpiть\0
989	u,хyярить\0
990	u,х(у)ярить\0
991	u,хуярить\0
992	u,бlядь\0
993	u,бlяdь\0
994	u,блять\0
995	u,бlяtь\0
996	u,`блядь\0
997	u,~блядь\0
998	u,`б`л`я`дь\0
999	u,-блядь\0
1000	u,б-л-я-дь\0
1001	u,б_л_я_дь\0
1002	u,_блядь\0
1003	u,(б)лядь\0
1004	u,(бл)ядь\0
1005	u,(бля)дь\0
1006	u,б(ля)дь\0
1007	u,бл(я)дь\0
1008	u,(б)л(я)дь\0
1009	u,блядки\0
1010	u,блядовать\0
1011	u,взъёбка\0
1012	u,взъебка\0
1013	u,взъйобка\0
1014	u,взъйопка\0
1015	u,впиздячить\0
1016	u,впизду\0
1017	u,вхуярить\0
1018	u,выёбываться\0
1019	u,выебываться\0
1020	u,выйобываться\0
1021	u,выйопываться\0
1022	u,выёпываться\0
1023	u,выепываться\0
1024	u,выпиздеться\0
1025	u,выпездеться\0
1026	u,выпиздить\0
1027	u,выпездить\0
1028	u,доебаться\0
1029	u,доибаться\0
1030	u,доепаться\0
1031	u,доипаться\0
1032	u,долбоёб\0
1033	u,долбоеб\0
1034	u,долбойоб\0
1035	u,долбойоп\0
1036	u,допиздеться\0
1037	u,дописдеться\0
1038	u,допесдеться\0
1039	u,до-пезды\0
1040	u,до-песды\0
1041	u,до-пизды\0
1042	u,до-писды\0
1043	u,ебальник\0
1044	u,йебальник\0
1045	u,йэбальник\0
1046	u,ебанатик\0
1047	u,эбальник\0
1048	u,эбанатик\0
1049	u,ебонатик\0
1050	u,ебонат\0
1051	u,йебонатик\0
1052	u,йебанатик\0
1053	u,ёбанный\0
1054	u,ебанный\0
1055	u,йобаный\0
1056	u,йёбаный\0
1057	u,йопаный\0
1058	u,ёпаный\0
1059	u,епаный\0
1060	u,йопаный\0
1061	u,ебанутый\0
1062	u,йебанутый\0
1063	u,йэбанутый\0
1064	u,иебанутый\0
1065	u,ипанутый\0
1066	u,ибанутый\0
1067	u,йепанутый\0
1068	u,йэпанутый\0
1069	u,ёбанутый\0
1070	u,йобанутый\0
1071	u,йопанутый\0
1072	u,ебануть\0
1073	u,йебануть\0
1074	u,йэбануть\0
1075	u,иебануть\0
1076	u,иепануть\0
1077	u,йепануть\0
1078	u,ипануть\0
1079	u,ибануть\0
1080	u,ёбаныйврот\0
1081	u,ебаныйврот\0
1082	u,йобаныйврот\0
1083	u,йопаныйврот\0
1084	u,йёбаныйврот\0
1085	u,йёпаныйврот\0
1086	u,ебаришка\0
1087	u,йебаришка\0
1088	u,ёбарь\0
1089	u,йобарь\0
1090	u,ебарь\0
1091	u,ёпарь\0
1092	u,епарь\0
1093	u,йопарь\0
1094	u,ебаторий\0
1095	u,йебаторий\0
1096	u,йэбаторий\0
1097	u,епаторий\0
1098	u,йепаторий\0
1099	u,йэпаторий\0
1100	u,ебистика\0
1101	u,ибистика\0
1102	u,йебистика\0
1103	u,ибистика\0
1104	u,эбистика\0
1105	u,йэбистика\0
1106	u,йэбистика\0
1107	u,ебливая\0
1108	u,йебливая\0
1109	u,йэбливая\0
1110	u,епливая\0
1111	u,йепливая\0
1112	u,ибливая\0
1113	u,ипливая\0
1114	u,йэбливая\0
1115	u,мyд\0
1116	u,`муд\0
1117	u,`м`уд\0
1118	u,~муд\0
1119	u,~м~у~д~\0
1120	u,~м~уд\0
1121	u,~м~уд\0
1122	u,~м~у~д\0
1123	u,`м`у`д`\0
1124	u,`м`уд\0
1125	u,`м`у`д\0
1126	u,.муд\0
1127	u,.м.уд\0
1128	u,.м.у.д\0
1129	u,.м.у.д.\0
1130	u,м.у.д\0
